0,0,1
0.011236,-0,1
0.022472,-0,1
0.033708,-0,1
0.044944,-0,1
0.05618,-0,1
0.067416,-0,1
0.078652,-0,1
0.089888,-0,1
0.10112,-0,1
0.11236,-0,1
0.1236,-0,1
0.13483,-0,1
0.14607,-0,1
0.1573,-0,1
0.16854,-0,1
0.17978,-0,1
0.19101,-0,1
0.20225,-0,1
0.21348,-0,1
0.22472,-0,1
0.23596,-0,1
0.24719,-0,1
0.25843,-0,1
0.26966,-0,1
0.2809,-0,1
0.29213,-0,1
0.30337,-0,1
0.31461,-0,1
0.32584,-0,1
0.33708,-0,1
0.34831,-0,1
0.35955,-0,1
0.37079,-0,1
0.38202,-0,1
0.39326,-0,1
0.40449,-0,1
0.41573,-0,1
0.42697,-0,1
0.4382,-0,1
0.44944,-0,1
0.46067,-0,1
0.47191,-0,1
0.48315,-0,1
0.49438,-0,1
0.50562,0,1
0.51685,0,1
0.52809,0,1
0.53933,0,1
0.55056,0,1
0.5618,0,1
0.57303,0,1
0.58427,0,1
0.59551,0,1
0.60674,0,1
0.61798,0,1
0.62921,0,1
0.64045,0,1
0.65169,0,1
0.66292,0,1
0.67416,0,1
0.68539,0,1
0.69663,0,1
0.70787,0,1
0.7191,0,1
0.73034,0,1
0.74157,0,1
0.75281,0,1
0.76404,0,1
0.77528,0,1
0.78652,0,1
0.79775,0,1
0.80899,0,1
0.82022,0,1
0.83146,0,1
0.8427,0,1
0.85393,0,1
0.86517,0,1
0.8764,0,1
0.88764,0,1
0.89888,0,1
0.91011,0,1
0.92135,0,1
0.93258,0,1
0.94382,0,1
0.95506,0,1
0.96629,0,1
0.97753,0,1
0.98876,0,1
1,0,1
1,0,1
1,-0,0.98876
1,-0,0.97753
1,-0,0.96629
1,-0,0.95506
1,-0,0.94382
1,-0,0.93258
1,-0,0.92135
1,-0,0.91011
1,-0,0.89888
1,-0,0.88764
1,-0,0.8764
1,-0,0.86517
1,-0,0.85393
1,-0,0.8427
1,-0,0.83146
1,-0,0.82022
1,-0,0.80899
1,-0,0.79775
1,-0,0.78652
1,-0,0.77528
1,-0,0.76404
1,-0,0.75281
1,-0,0.74157
1,-0,0.73034
1,-0,0.7191
1,-0,0.70787
1,-0,0.69663
1,-0,0.68539
1,-0,0.67416
1,-0,0.66292
1,-0,0.65169
1,-0,0.64045
1,-0,0.62921
1,-0,0.61798
1,-0,0.60674
1,-0,0.59551
1,-0,0.58427
1,-0,0.57303
1,-0,0.5618
1,-0,0.55056
1,-0,0.53933
1,-0,0.52809
1,-0,0.51685
1,-0,0.50562
1,0,0.49438
1,0,0.48315
1,0,0.47191
1,0,0.46067
1,0,0.44944
1,0,0.4382
1,0,0.42697
1,0,0.41573
1,0,0.40449
1,0,0.39326
1,0,0.38202
1,0,0.37079
1,0,0.35955
1,0,0.34831
1,0,0.33708
1,0,0.32584
1,0,0.31461
1,0,0.30337
1,0,0.29213
1,0,0.2809
1,0,0.26966
1,0,0.25843
1,0,0.24719
1,0,0.23596
1,0,0.22472
1,0,0.21348
1,0,0.20225
1,0,0.19101
1,0,0.17978
1,0,0.16854
1,0,0.1573
1,0,0.14607
1,0,0.13483
1,0,0.1236
1,0,0.11236
1,0,0.10112
1,0,0.089888
1,0,0.078652
1,0,0.067416
1,0,0.05618
1,0,0.044944
1,0,0.033708
1,0,0.022472
1,0,0.011236
1,0,0
1,0,0
1,0.022727,-0
1,0.045455,-0
1,0.068182,-0
1,0.090909,-0
1,0.11364,-0
1,0.13636,-0
1,0.15909,-0
1,0.18182,-0
1,0.20455,-0
1,0.22727,-0
1,0.25,-0
1,0.27273,-0
1,0.29545,-0
1,0.31818,-0
1,0.34091,-0
1,0.36364,-0
1,0.38636,-0
1,0.40909,-0
1,0.43182,-0
1,0.45455,-0
1,0.47727,-0
1,0.5,0
1,0.52273,0
1,0.54545,0
1,0.56818,0
1,0.59091,0
1,0.61364,0
1,0.63636,0
1,0.65909,0
1,0.68182,0
1,0.70455,0
1,0.72727,0
1,0.75,0
1,0.77273,0
1,0.79545,0
1,0.81818,0
1,0.84091,0
1,0.86364,0
1,0.88636,0
1,0.90909,0
1,0.93182,0
1,0.95455,0
1,0.97727,0
1,1,0
1,1,0
0.97727,1,-0
0.95455,1,-0
0.93182,1,-0
0.90909,1,-0
0.88636,1,-0
0.86364,1,-0
0.84091,1,-0
0.81818,1,-0
0.79545,1,-0
0.77273,1,-0
0.75,1,-0
0.72727,1,-0
0.70455,1,-0
0.68182,1,-0
0.65909,1,-0
0.63636,1,-0
0.61364,1,-0
0.59091,1,-0
0.56818,1,-0
0.54545,1,-0
0.52273,1,-0
0.5,1,0
0.47727,1,0
0.45455,1,0
0.43182,1,0
0.40909,1,0
0.38636,1,0
0.36364,1,0
0.34091,1,0
0.31818,1,0
0.29545,1,0
0.27273,1,0
0.25,1,0
0.22727,1,0
0.20455,1,0
0.18182,1,0
0.15909,1,0
0.13636,1,0
0.11364,1,0
0.090909,1,0
0.068182,1,0
0.045455,1,0
0.022727,1,0
0,1,0
0,1,0
-0,1,0.022727
-0,1,0.045455
-0,1,0.068182
-0,1,0.090909
-0,1,0.11364
-0,1,0.13636
-0,1,0.15909
-0,1,0.18182
-0,1,0.20455
-0,1,0.22727
-0,1,0.25
-0,1,0.27273
-0,1,0.29545
-0,1,0.31818
-0,1,0.34091
-0,1,0.36364
-0,1,0.38636
-0,1,0.40909
-0,1,0.43182
-0,1,0.45455
-0,1,0.47727
0,1,0.5
0,1,0.52273
0,1,0.54545
0,1,0.56818
0,1,0.59091
0,1,0.61364
0,1,0.63636
0,1,0.65909
0,1,0.68182
0,1,0.70455
0,1,0.72727
0,1,0.75
0,1,0.77273
0,1,0.79545
0,1,0.81818
0,1,0.84091
0,1,0.86364
0,1,0.88636
0,1,0.90909
0,1,0.93182
0,1,0.95455
0,1,0.97727
0,1,1
0,1,1
-0,0.97727,1
-0,0.95455,1
-0,0.93182,1
-0,0.90909,1
-0,0.88636,1
-0,0.86364,1
-0,0.84091,1
-0,0.81818,1
-0,0.79545,1
-0,0.77273,1
-0,0.75,1
-0,0.72727,1
-0,0.70455,1
-0,0.68182,1
-0,0.65909,1
-0,0.63636,1
-0,0.61364,1
-0,0.59091,1
-0,0.56818,1
-0,0.54545,1
-0,0.52273,1
0,0.5,1
0,0.47727,1
0,0.45455,1
0,0.43182,1
0,0.40909,1
0,0.38636,1
0,0.36364,1
0,0.34091,1
0,0.31818,1
0,0.29545,1
0,0.27273,1
0,0.25,1
0,0.22727,1
0,0.20455,1
0,0.18182,1
0,0.15909,1
0,0.13636,1
0,0.11364,1
0,0.090909,1
0,0.068182,1
0,0.045455,1
0,0.022727,1
0,0,1
